location-lat,location-long,timestamp
53.2192017,4.8994812,2019-07-23 12:05:55
53.2192089,4.8994981,2019-07-23 12:10:43
53.2192277,4.8994917,2019-07-23 12:15:32
53.2197162,4.8992451,2019-07-23 12:20:30
53.2208533,4.8987319,2019-07-23 12:25:24
53.2192083,4.8995234,2019-07-23 12:30:33
53.2191556,4.899511,2019-07-23 12:35:16
53.2192383,4.8995299,2019-07-23 12:40:02
53.2191725,4.8995721,2019-07-23 12:44:52
53.2188564,4.8997231,2019-07-23 12:49:39
53.2182112,4.9010119,2019-07-23 12:54:27
53.2193192,4.8992833,2019-07-23 12:59:14
53.2200341,4.8983365,2019-07-23 13:04:06
53.2198638,4.8987444,2019-07-23 13:09:01
53.2192121,4.8994682,2019-07-23 13:14:06
53.2192216,4.8994697,2019-07-23 13:18:58
53.2168154,4.9010672,2019-07-23 13:23:47
53.2168096,4.9010331,2019-07-23 13:28:35
53.2160444,4.9008468,2019-07-23 13:38:10
53.2157088,4.9006051,2019-07-23 13:42:59
53.2160155,4.8947077,2019-07-23 13:47:45
53.214429,4.9018772,2019-07-23 13:57:21
53.2126782,4.9015505,2019-07-23 14:02:10
53.2148232,4.9023785,2019-07-23 14:07:10
53.2142684,4.9016742,2019-07-23 14:12:17
53.2029821,4.9114063,2019-07-23 14:17:05
53.2001159,4.9321187,2019-07-23 14:21:54
53.1994447,4.9439819,2019-07-23 14:26:43
53.2023654,4.9452536,2019-07-23 14:31:40
53.2065269,4.9594574,2019-07-23 14:37:05
53.2137932,4.9644452,2019-07-23 14:41:53
53.2138779,4.9645521,2019-07-23 14:46:41
53.2137885,4.965062,2019-07-23 14:51:30
53.2139716,4.9652272,2019-07-23 14:56:17
53.2275594,4.9567354,2019-07-23 15:01:07
53.2265762,4.9575276,2019-07-23 15:05:55
53.2246003,4.9481144,2019-07-23 15:10:41
53.2276664,4.956923,2019-07-23 15:15:37
53.2278481,4.9573442,2019-07-23 15:20:43
